"zpUaS","efdml","vNqhQ","llwez","CVFLD","DwRsZ","gUGeA","jdTsK","CvVUB","vBztq","NvwZr","bGZSr","capGG","irUbB","AlueB","SSAtf","fnPwi","pHZXE","qzjdp","NDapo","GkCZP","wMcue","NkQeJ","uAkMU","Gpgqk","tGwHt","LEoAr","tFErF","lRGmA","iaDHy","ScDgC","IfPOJ","lvKEs","PwEPl","UUZzB","vHeBx","AoZbU"
NA,"F","E","A","B","A","E","D","B","A","A","B","A","A","A",NA,"B","A","A","E",NA,"D","A","D",NA,"A","B",NA,"A",NA,"B","C","A","F","B","B","B"
"A","A","D","A","B","B","C","B","B","B",NA,"A",NA,"B",NA,"B","C","A","B","C","D","B","A","D","C","A","A","E","D","E","A","B",NA,"D","B","B","A"
"B","F","D","B","B","C",NA,"E","F","B","D","B",NA,"B",NA,"B","B","B","A",NA,NA,"E","A",NA,"B","A","B",NA,"A","F","A","B",NA,"F","A","B","B"
"B","A","D","A","C","B","C","D","A","C",NA,"A",NA,"B","B","B","A","A",NA,NA,"D","E","A",NA,NA,"B","B",NA,"D","D","A",NA,NA,"B","A","B","B"
"A","A","D","C","A","B","C","E","A","C","E","B",NA,"A","A","C","C","B","A","E",NA,"C","A",NA,"B","B","B","F","B","B","B","B","E","D","B","C","B"
"C","A","B","C","C","C","B","A","A","B",NA,"A","F","B","A",NA,"C","B","B",NA,"B","D","A","D","A",NA,"A","B","D","F","A","C",NA,"A","C","C","B"
"A","F","D","A","A","A","D","B","D","C","D","C",NA,"A","B","B","B","A","B","B","B","F","A","D","C","A","B",NA,"B",NA,"B","B",NA,"A","B","C","B"
"B","A","B","C","C","B","D","A","A","A",NA,"A",NA,"B",NA,"C","B","B","A","E","B","F","A",NA,"A","A","B","B","B",NA,"B","C","E","A","B","D","A"
"A","C","D","C","C","A","D","A","D","C",NA,"B","E","B","A","B","A",NA,"B",NA,"B","F","A","B","C",NA,"A",NA,"D","E","B","E","A","D","B","D","A"
NA,"F","D","A","B","C","D","E","A","B","D","C","F","B",NA,"C","B",NA,"A","C","B","D","A","D",NA,NA,"A",NA,"A",NA,"A",NA,"E","E","B","A","B"
"B","F","E","B","C","C","D","C","A","C","A","B","C","B","A","C","C","B","A",NA,"B","B","A",NA,"B","A","A","B","A",NA,"B",NA,"E","D","A","C","B"
NA,"F","A","A","C","C","A","E","A","C","B","C",NA,"B",NA,"C","A",NA,"A",NA,NA,"D","A",NA,NA,"A","B","F","D","E","A",NA,NA,"D","C","A","B"
"A","F","D","A","B","C","C","E","D","A",NA,"A","A","B",NA,"C","B","A","A","B","B","C","A","D","C",NA,"A",NA,"A","F","B","D","E","F","C","B","A"
NA,"C","E","A","B","C","C","D","A","C","D","B",NA,"B","B","C","A","A","B","E",NA,"B","A","A",NA,"A","B","E","B","D","B","B","A","B","C","B","A"
"B","A","E","B","B","A","A","B","B","A",NA,"A","A","B","A","B","A","A",NA,"E","A","E","A","D","C","A","A","E","C","C","B","B","D","A","B","F","B"
"B","A","D","B","B","C","C","E","B","A","C","B",NA,"B",NA,"B","B","A","B","E","B","A","A","D","C","A","A",NA,"B","F","B","B","D","C","B","B","A"
"C","A","E","A","B","C","C","A","D","A","E","A",NA,"A","B","B","A","B","A","B","B","A","A","C",NA,NA,"B","B","C","B","A","B",NA,"C","C","F","B"
"B","E","E","A","C","B","C","E","F","B",NA,"A","F","A","A","B","B","A","A","E",NA,"A","A","D",NA,"A","A","E","D",NA,"B","E","E","B","C","C","A"
"B","F","D","B","C","A",NA,"C","A","C","D","A",NA,"B",NA,"C","B","B",NA,NA,NA,"F","A","D","A","A","B",NA,"B","F","B","D","E","F","B","B","A"
"B","A","E","B","B","B","A","B","D","B",NA,"C",NA,"B","B","C","A",NA,"A",NA,NA,"F","A","D","B","A","B","E","A","E","A","E",NA,"D","C","B","B"
"C","F","E","C","C","B","C","A","D","A","C","A","A","B",NA,NA,"A","B","A","E","B","A","A",NA,"A","A","B",NA,"B","D","A",NA,"D","B","C","F","B"
NA,"A","E","B","B","C",NA,"B","B","A","D","A","E","B","B","C","A","A","B","B","B","D","A",NA,"A",NA,"A","B","B","D","A","D","E","B","A","D","A"
"B","A","E","B","C","B",NA,"E","A","A","E","C",NA,"B",NA,"B","A","B","A","B","B","F","A","B","C","A","B","E","A","D","A",NA,"B","F","C","F","B"
"A","F","B","B","C","A","C","C","D","B","B","A","B","A","A","B","B","B",NA,NA,NA,"F","A",NA,NA,"A","B","B","A","F","A",NA,NA,"F","C","F","A"
"C","F","B","C","B","A","E","A","A","B",NA,"A",NA,"B","A","A","A","A",NA,"E","B","A","A","B","A","B","A","F","C","B","A","B","E","B","B","F","B"
"B","A","D","A","C","B","D","C","D","B","A","C","B","B",NA,"C","A","B","B",NA,"B","F","A",NA,"D",NA,"A",NA,"C","C","B","B","B","D","B","B","A"
"B","F","D","B","B","A",NA,"C",NA,"A","D","B","A","B","A",NA,"C","B","A",NA,NA,"D","A","D","C","A","A","E","D","E","A",NA,"A","D","B","F","A"
"A","A","E","A","B","B","A","A","D","B","B","C","A","B","B","C","C","B","B",NA,"D","E","A",NA,"C","B","A","E","A","F","B","C","B","C","B","C","B"
"B","B","D","A","A","B","D","A","A","B",NA,"B","A","B","A","B","C","A","A","C","B","A","A","D","C","B","A","A","C","C","B","C","E","D","B","A","B"
"B","A","D","B","B","B","D","A",NA,"C",NA,"A","F","B","A","B","C","A",NA,"C","B","C","A","D","D",NA,"A","B","D","E","B",NA,"B","C","B","C","B"
"A","C","D","B","B","B","D","E","F","A","A","A","B","B","A","C","A","A","B",NA,"B","B","A","D","C","A","A",NA,"D",NA,"A","B",NA,"E","B","A","B"
"B","A","E","A","B","C","A","A","B","C",NA,"A","F","B",NA,"B","C","A",NA,NA,NA,"E","A","D",NA,NA,"B","B","A","F","B","B","E","D","A","D","B"
NA,"F","B","B","B","A","C","A","F","B","D","A",NA,"B","A","C","C",NA,NA,"D","B","C","A","D","A","A","A","E","A","E","A",NA,NA,"A","A","A","B"
NA,"C","B","C","C","B",NA,"A","F","A",NA,"A",NA,"B","A",NA,"C","B","A",NA,NA,"D","A","D","C","B","B","A","B","D","B","B","E","F","A","E","A"
"A","F","D","A","B","C","A","C","A","C","F","B","F","B","B","C","C","A",NA,NA,"B","C","A","C",NA,NA,"B",NA,"D","D","A",NA,"D","B","C","A","B"
"B","D","D","C","B","C","A","D",NA,"A","E","A","A","B","B","B","C","A",NA,"B","B","B","A","D","C",NA,"A",NA,"D","D","A",NA,"D","B","A","F","A"
"B","A","D","A","C","B","C","B","A","B","A","C","E","B","A","B","C","A","A",NA,NA,"E","A","D","D","B","B",NA,"B","B","B",NA,"E","C","A","A","B"
"B","F","E","C","B","B","C","E","A","A","D","B","E","B",NA,"B","B","B","A",NA,"B","F","A","A","D","A","A","E","B",NA,"B","C","D","C","C","F","B"
NA,"F","D","B","C","C",NA,"A","B","A",NA,"A",NA,"B",NA,NA,"B",NA,NA,"A",NA,"D","A",NA,"C",NA,"B",NA,"A","D","A",NA,"B","F","B","A","A"
"B","C","D","C","B","C","C","B","A","C",NA,"A",NA,"B",NA,"A","C","B",NA,"B",NA,"B","B","D","D","B","B","E","A","F","A",NA,NA,"B","B","F","B"
"B","F","D","C","A","C","C","D","A","A","E","B","E","B","B","C","A","B","A",NA,NA,"C","A","D","A","B","B",NA,"D","D","A","D",NA,"B","B","F","A"
"B","F","E","B","C","C","A","C","A","A",NA,"A",NA,"B",NA,"B","A","A",NA,NA,"B","A","A",NA,NA,"A","B","B","D","E","B","E","E","E","A","A","B"
"B","F","E","C","B","C",NA,"C",NA,"B","A","B",NA,"B",NA,"B","A","B","A",NA,"B","F","A",NA,"A",NA,"B","E","D","D","B","B","E","F","B","B","A"
"B","F","D","A","C","B","D","E",NA,"A","D","B",NA,"B",NA,"B","A","A","A","A","B","A","A","D",NA,"B","B","A","D","E","B","E","E","D","C","D","B"
"C","A","E","B","C","B","E","A","A","C",NA,"A","A","B",NA,"B","C","B",NA,"D","B","F","A","C","C","A","A","B","A","E","A",NA,NA,"E","B","B","A"
"A","A","D","C","A","B","C","E","A","C",NA,"A","C","B",NA,"C","A",NA,"A",NA,"B","C","A","C","A","A","A","B","B","D","B","B","E","E","A","B","B"
"B","E","D","A","C","A","D","E","A","B","D","B","C","A","B","C","B",NA,"A","B","B","F","A","D","A",NA,"A","B","D",NA,"B","E","A","C","C","C","A"
"B","A","D","B","B","B","E","A",NA,"A","D","A","E","B","A","C","C","A","A",NA,NA,"A","A",NA,"A","A","B","E","D","E","A",NA,NA,"E","B","A","A"
"C","F","D","B","A","C","C","D","A","B",NA,"A",NA,"B",NA,"B","B","B","B","E",NA,"A","A",NA,"C","A","B","B","D","D","A",NA,NA,"E","C","C","A"
"B","F","E","A","B","C","C","D","A","B","A","C","D","A","A","B","A","B","A",NA,NA,"E","A","D",NA,NA,"B","E","B","B","A","C","A","A","C","D","B"
"A","F","D","A","B","B","C","A","F","A","D","B","E","B","A","C","B","B","A",NA,"B","E","A","D","A","B","B",NA,"C",NA,"B","E","A","A","B","E","B"
"B","A","D","A","B","C",NA,"D","B","B","D","A","F","A",NA,"B","A",NA,NA,"E","B","A","A","D","D",NA,"B","F","B","D","B","D","A","F","B","F","B"
"C","F","D","A","C","C","E","D",NA,"A","E","B","C","B","A","B","B",NA,"A","C","D","F","A","C","A","B","A",NA,"D",NA,"B","E","E","A","A","C","B"
NA,"F","E","C","B","C","C","A",NA,"A",NA,"A","F","B",NA,NA,"B",NA,"A",NA,NA,"D","A","D","D",NA,"B","B","D","E","B",NA,"B","A","A","F","B"
"A","A","D","B","B","B","E","A","D","C","A","C","B","B","A","C","A","B","A",NA,"B","A","A","D","C","A","A","F","A","E","A","B",NA,"E","B","A","B"
"B","C","B","A","B","B",NA,"D","B","A","B","C","F","B",NA,"C","A","A","A",NA,NA,"A","A",NA,NA,"B","B","F","D","E","A","B",NA,"F","A","A","A"
NA,"F","D","A","A","C","A","A","B","A","C","B","F","B",NA,NA,"B",NA,"A","B",NA,"D","A","B",NA,NA,"A",NA,"C","B","A","B","A","E","A","F","B"
"A","A","D","A","A","C","E","B","D","B",NA,"A",NA,"B",NA,"A","B","A",NA,"E","D","E","A",NA,NA,NA,"B","A","B",NA,"B","B","D","E","A","D","A"
"C","A","D","C","B","B","A","E","F","A","D","A","E","B",NA,"B","B","B","A",NA,"B","B","A","C","B","A","A",NA,"C","C","B","B","A","D","C","C","B"
"B","A","D","A","B","B","A","C",NA,"A","B","C",NA,"B","A",NA,"A","B","A",NA,NA,"D","A",NA,"A","B","B","E","D","E","B","B","A","D","B","B","A"
"A","D","D","C","B","B","C","C","A","C","D","C",NA,"B","A","B","B","A","A",NA,NA,"B","A",NA,"C","A","B",NA,"C",NA,"A","B","D","E","B","A","B"
"A","F","D","A","C","B","D","C",NA,"C","C","B","A","A","A",NA,"B","A","A","C",NA,"D","A","D",NA,"A","B",NA,"D",NA,"B","E","D","E","C","B","B"
NA,"F","E","B","C","C","C","C","D","C",NA,"A","B","B","A",NA,"A","B",NA,NA,"B","D","B","D","B",NA,"A","E","B","F","B","B","B","E","A","D","B"
"C","A","D","C","C","A","E","A","A","C",NA,"A",NA,"B",NA,"B","C","A",NA,NA,NA,"C","A","C","C","B","B","A","D","E","B","C","A","E","B","B","B"
"B","F","D","A","B","B","D","D",NA,"A","D","C",NA,"B",NA,"B","A","B","A",NA,NA,"B","A",NA,"D","B","B","A","D",NA,"A","B",NA,"B","B","B","A"
"B","A","D","A","C","A","D","E","B","B","D","C","C","B",NA,"B","B","A","B",NA,"B","E","A","D",NA,"A","A",NA,"B",NA,"B","B",NA,"B","B","B","A"
NA,"E","E","B","C","B","B","B","B","A",NA,"A","F","B",NA,NA,"C",NA,"A",NA,"B","D","A","D","D","A","A","E","B","F","B",NA,"E","A","C","D","B"
"A","A","D","A","B","B","D","E","B","C",NA,"A","E","B",NA,"C","B","B",NA,NA,"B","C","A","B","C","B","A","A","B",NA,"B","D","C","A","B","C","B"
"B","A","E","B","B","A",NA,"D","A","B","A","B",NA,"A","A","C","B","B","B","C","B","F","B",NA,"D","B","B","E","C",NA,"B","B","E","F","B","C","A"
"B","F","D","A","C","C","C","A","A","B","E","A","A","B","B","A","C",NA,"A",NA,"B","A","A","A","C","B","A",NA,"B","D","B","A","A","D","A","D","A"
"B","F","A","A","C","B","A","E","B","A",NA,"C",NA,"B",NA,"C","C","A","A",NA,NA,"C","B",NA,NA,"B","B","A","A","E","B","D","E","A","C","C","B"
"B","C","E","C","C","B","C","B","B","B","D","C","A","B","A","C","A","B","A",NA,"B","F","A","D","D",NA,"A","E","D","D","B","B","E","A","B","F","B"
"B","F","D","C","B","B","E","C",NA,"A","F","B",NA,"B",NA,"C","C","B","A",NA,NA,"B","A",NA,"A","A","B",NA,"D","D","B","E","D","D","A","C","B"
"B","A","D","A","C","A",NA,"E",NA,"A","D","B","A","B","A",NA,"B","B",NA,"D",NA,"D","A",NA,NA,"A","A","B","D","C","B","B","D","F","B","E","A"
"A","F","B","A","B","B","D","D","A","A","A","B","E","B",NA,"A","A","A","A","C","B","B","A","D",NA,"B","B","A","C","C","B","B","B","A","C","F","A"
"C","F","D","B","C","B",NA,"C","A","A","D","A","F","B",NA,"C","A","B",NA,NA,"B","A","A","B",NA,"A","A",NA,"A","E","B","D","E","F","C","D","B"
"A","A","D","A","B","C",NA,"A","B","B","B","B","A","B","B","C","C","A","B","B",NA,"E","A","D",NA,"A","B","F","A","E","B","B","D","B","C","E","B"
"C","A","D","B","C","C","A","B","A","C","D","A",NA,"B",NA,"B","A","B",NA,"B",NA,"A","A","B",NA,NA,"B",NA,"C","B","A",NA,NA,"D","A","D","B"
"B","F","E","A","B","C","C","D",NA,"A",NA,"A","C","B","A","B","A","A",NA,NA,"E","A","A","D",NA,NA,"A","E","D","D","B","C","D","B","C","B","B"
"B","F","D","C","B","B","C","C","A","C","B","A","D","B","B",NA,"C","B","B","E","C","E","A","D","A","A","A","B","A","E","A","B","A","B","C","A","B"
"C","A","E","C","B","A","B","C","D","A",NA,"A","F","B","B","C","B","B",NA,NA,NA,"A","A","C","B","A","B","D","D",NA,"B","B","E","D","C","D","B"
"C","F","B","C","B","A","C","C","A","B",NA,"A",NA,"B","B","C","B","B",NA,NA,"D","A","A",NA,"A","A","A","E","D",NA,"A","B","B","D","C","D","B"
"B","D","E","A","C","B","A","B",NA,"A",NA,"A","C","B",NA,"B","A","A",NA,"C","D","A","A","D",NA,"B","A","A","A","E","B",NA,"E","E","C","C","A"
"A","F","D","A","B","C","C","A","A","A","A","B",NA,"B",NA,"B","C","A","A","E","B","E","A","D","D","A","A",NA,"A","B","A","B","A","C","A","A","B"
"B","C","D","B","A","C","A","B",NA,"B",NA,"A","E","A","B","B","C","A","A","D",NA,"E","A",NA,"A",NA,"B","E","D","D","A","B",NA,"C","B","C","B"
"A","A","E","C","B","A","E","E","A","C","A","B","C","B","A","B","B","B","A",NA,NA,"F","A",NA,NA,"B","B","A","B","B","B","D","E","A","C","B","B"
"C","F","D","A","B","C","C","E","D","C","E","C","C","B",NA,"B","B","A","A",NA,"B","C","A","C","C",NA,"A","F","D","E","A","D","B","A","A","B","A"
"C","F","D","B","B","C",NA,"E","A","C","D","C",NA,"B","A","B","B","B","B",NA,NA,"C","A","C","C",NA,"B","F","C",NA,"B",NA,"D","F","B","C","A"
"B","F","D","A","A","A","D","D","B","C","D","B","B","B","B","B","B","B","A",NA,"B","E","A","D","D","A","A",NA,"B",NA,"A",NA,"B","D","B","F","A"
"B","E","D","A","C","A","D","E","A","B","D","B",NA,"B","C","B","B","B","A","A","B","E","A","D",NA,"A","A",NA,"B",NA,"B","C","E","C","B","D","B"
"B","F","D","C","A","A",NA,"A","A","A","A","A",NA,"B",NA,"B","B","A",NA,NA,"D","A","A","D",NA,"A","A","B","D",NA,"A",NA,NA,"F","B","D","B"
"B","C","E","B","B","A",NA,"A","A","B",NA,"A","A","A","A","C","B","A",NA,"C","B","F","A","D","C","A","A","D","A","E","B","E","E","A","C","D","B"
"A","A","E","B","A","B","C","A","A","A","D","C",NA,"B",NA,"C","C","A","A",NA,"B","C","A",NA,"D","A","B","E","A","F","A",NA,NA,"E","B","B","B"
"C","F","D","B","B","B","D","D","A","B","A","C","D","B",NA,"B","A","B",NA,NA,"B","C","A","B","C","A","A","B","B","D","B","B","E","F","B","B","B"
NA,"F","D","B","C","B","D","B","B","B","D","B",NA,"A","B","B","A","A","A","E",NA,"A","A",NA,"C","A","B",NA,"D","F","B","E",NA,"E","C","C","A"
"B","F","D","A","B","C","B","D",NA,"C",NA,"B","F","B","B","B","C","A","A","D",NA,"E","A",NA,NA,"A","B","E","C","B","A",NA,"B","A","C","E","A"
"A","F","D","A","B","B",NA,"A",NA,"C",NA,"A",NA,"B","A","C","B","B","A","A","B","F","A",NA,"D","B","B",NA,"B","B","B","B","A","F","A","D","B"
"C","A","B","A","C","A","A","E","B","B",NA,"A","F","B",NA,"C","A","A",NA,"E",NA,"C","A",NA,"D","A","B","B","C","E","B","D",NA,"D","C","C","B"
"B","F","D","C","B","B","C","D","F","B",NA,"A",NA,"B","B","B","B","A","A",NA,NA,"A","A","D","A","A","B",NA,"A","F","A",NA,NA,"F","C","A","A"
"A","F","D","A","B","C","C","E",NA,"B",NA,"A","A","B","A","B","C","B",NA,"E","B","F","A","D","C",NA,"A",NA,"A","E","B","E","A","D","C","E","B"
"A","F","E","B","B","C","C","C","F","A","E","B","D","B","A","B","B","B","A","B","D","C","A","C","C",NA,"A","B","C","C","B",NA,"E","E","A","B","A"
"C","F","D","A","C","B","D","D",NA,"A",NA,"A","C","B",NA,"C","A",NA,"A","B","B","A","A",NA,NA,"B","A","A","D","E","B","E","E","B","B","B","B"
"A","C","E","C","B","C","D","A","B","C","B","C","A","B","B","B","A",NA,NA,NA,NA,"F","A",NA,"C","A","B","E","B","F","A","D",NA,"D","B","A","B"
NA,"C","D","B","B","C","C","D","D","A",NA,"B",NA,"B",NA,NA,"A","A","A",NA,NA,"D","A",NA,"C",NA,"B",NA,"C","D","B","A","D","B","B","C","A"
"C","C","E","C","C","B","C","D","C","A",NA,"C","A","B",NA,"C","A","B","A","A",NA,"A","A","B","B","A","B","A","C","D","B","A","E","B","B","B","B"
"C","C","D","C","C","C","D","C","F","A","B","B","D","B",NA,NA,"B","A","A",NA,NA,"D","A",NA,"C",NA,"B",NA,"D",NA,"A",NA,NA,"C","B","E","B"
"B","B","D","C","A","B","E","E","F","B",NA,"A",NA,"B",NA,NA,"C",NA,NA,"C","B","F","A",NA,"D",NA,"B","F","A","E","B","B","B","D","A","C","B"
"B","E","D","B","C","B","A","E","B","B",NA,"A","A","B","A","C","C","A",NA,NA,NA,"A","A","D","C","B","A",NA,"B",NA,"A",NA,"E","F","C","A","A"
"B","E","D","B","B","B",NA,"C","A","C","D","B",NA,"B","A",NA,"A","B","A",NA,"B","C","A",NA,"B","A","B","B","A","E","B","A","D","F","B","C","B"
NA,"F","D","B","B","B","D","A","B","A",NA,"A","A","B",NA,NA,"A",NA,"A","E","B","D","A","D","C","A","A",NA,"D","E","B","B",NA,"F","B","D","B"
"B","F","D","B","B","B",NA,"C","B","A","A","B",NA,"B","A","B","A","A","A",NA,NA,"A","A","D","C","A","B","E","A",NA,"A","B","E","F","C","B","B"
NA,"A","D","C","C","B","E","E",NA,"C",NA,"A","F","B",NA,"B","B","B","B","C",NA,"F","A","D","B","A","A","E","D","E","A",NA,NA,"C","C","A","B"
"B","F","D","A","C","C","C","E","B","C","C","B","F","B","A","B","A","A","B",NA,"B","E","A","D",NA,"A","A","E","C","D","A",NA,"B","E","C","A","A"
"B","C","E","C","B","B",NA,"D","B","B",NA,"B",NA,"B",NA,"C","C","B","B","B",NA,"F","A","B","C","A","B","F","A","D","B","B","E","F","B","B","A"
"B","F","D","B","B","C","D","D","A","A",NA,"A","A","B","B","C","A","A",NA,"E",NA,"A","A",NA,"C",NA,"B",NA,"B","E","A",NA,NA,"F","B","D","A"
NA,"A","E","B","B","B","E","E","A","B",NA,"B",NA,"B",NA,NA,"B","A","A",NA,"B","D","A","D","A","A","B","E","C","B","B","D","D","B","B","C","B"
"B","C","D","B","C","A",NA,"E",NA,"C","A","C","A","B",NA,"B","C","A","A",NA,NA,"E","A",NA,"C","A","B","B","A","E","A",NA,NA,"F","C","A","B"
NA,"A","E","B","A","A","A","D","D","B","C","B",NA,"A",NA,"B","B",NA,"A","C",NA,"D","A",NA,"C","A","B","B","C",NA,"A",NA,NA,"D","C","A","B"
"A","F","D","A","C","A","D","C","D","B",NA,"A","B","B",NA,"B","B","A","A",NA,NA,"F","A","D","C","A","A","E","C","C","B","B","A","A","B","B","B"
NA,"A","E","C","B","B","D","A","A","B","A","B",NA,"B","B","C","B","B","B","E","B","A","A","C","D",NA,"B","B","C",NA,"B","C","B","E","B","C","B"
NA,"A","E","C","C","A",NA,"B","A","A","E","A",NA,"B",NA,"C","B","B","A","E",NA,"F","B",NA,"A","A","B","B","A",NA,"A",NA,"B","F","B","E","B"
"B","F","D","A","B","C","C","C","A","A",NA,"A","F","B","B",NA,"A",NA,NA,NA,NA,"D","B","D","D",NA,"A","B","B","B","B","D","B","C","C","C","B"
"C","F","B","B","B","B",NA,"B","A","B",NA,"A","A","B","A","C","C","A",NA,NA,"B","C","A","A","C","B","B","A","B","D","A",NA,"E","F","C","A","A"
NA,"F","D","C","C","A","C","C","A","B","C","B","A","A","A","B","A",NA,"A","C","D","A","A",NA,"D","A","A",NA,"C","B","B","B","B","E","C","E","B"
"B","F","D","A","C","A","A","D","A","C",NA,"A",NA,"B","A","B","C","B",NA,NA,"B","B","A",NA,"C","A","A",NA,"A","F","A","E",NA,"C","C","B","A"
NA,"F","D","A","C","C","C","D","B","B","D","B",NA,"A","A","A","B","A",NA,"B",NA,"B","A",NA,"D",NA,"B",NA,"C","C","A",NA,NA,"E","B","F","B"
"B","A","D","A","C","C","E","C","B","A","D","B",NA,"B","A","C","B","B","B",NA,"D","F","A","D","A",NA,"B","B","A",NA,"B","C","A","E","A","B","B"
"C","F","D","B","C","C",NA,"C","B","A","D","B","D","A","A","C","B",NA,"A","E",NA,"A","A",NA,"C",NA,"B","E","B","F","A","B","E","F","C","F","B"
"B","F","D","C","A","A","C","D","A","C",NA,"A","E","B",NA,"C","A","B","A",NA,"D","E","A","D","A","A","A",NA,"B","D","B","A","E","B","A","C","B"
"C","F","D","B","C","A",NA,"E",NA,"A","D","B","A","B",NA,"B","C","A","A",NA,"B","B","A","B","C","A","A",NA,"D","E","B","D","E","A","B","C","B"
"B","F","E","B","B","C",NA,"A","B","A","C","A","A","B",NA,"B","B","A",NA,"E",NA,"A","B",NA,"C",NA,"A","E","A",NA,"A",NA,NA,"F","B","A","B"
"A","C","B","B","B","C",NA,"E","B","C","A","C","C","B","B","C","A",NA,"A","B","B","C","A","C","A",NA,"A","E","B","D","B","A","B","F","B","C","A"
"B","A","D","A","A","A","C","C","A","C","D","A","C","B",NA,"B","A","B",NA,"E","D","B","B","D","C","A","A","E","A","B","B","E","D","A","B","F","B"
"B","D","D","B","C","B","D","B","A","A","E","B","C","A","A","B","A","A","A",NA,NA,"A","A",NA,"A","A","A","E","D","C","A","C","A","A","B","A","A"
"A","F","E","A","C","C","C","E",NA,"C","A","A",NA,"B","B","B","B",NA,"A",NA,NA,"F","A",NA,NA,NA,"B","E","D","E","B","C","D","B","A","D","A"
"B","C","D","B","C","B","C","C","B","A","B","A","C","A","A","B","B","B","A","B","B","B","A","D","C","B","A","A","B","E","A","D","A","A","C","B","B"
NA,"F","D","B","C","B","D","D",NA,"A",NA,"A","A","B",NA,"C","A","A","B",NA,"B","E","A",NA,NA,NA,"A",NA,"D","E","B",NA,"E","D","B","C","B"
"B","A","E","B","B","A","B","E","A","A","F","B","C","B",NA,"B","C","A","A",NA,"D","A","A","D","C","A","B","F","A","E","B","A","E","C","C","C","A"
NA,"A","E","B","B","A","D","E","B","A","D","C","F","B","B","C","A",NA,"A",NA,"B","D","B",NA,"D","A","A","E","B","D","A",NA,"A","D","B","B","A"
"B","F","E","A","B","B","C","C","B","B","D","C",NA,"B",NA,"B","C","A","A",NA,"B","A","A",NA,"C","B","B","A","C","B","B","D","E","A","C","C","B"
"B","C","D","A","B","B","C","D","B","A",NA,"A",NA,"A","A","C","C","B",NA,"C","B","B","A","D","A","A","A",NA,"D","E","B","E","E","A","B","D","B"
"B","F","E","B","C","A","E","A","F","C","E","A","C","B",NA,"C","C","A",NA,NA,NA,"E","A",NA,"C","A","B","E","A","C","B","B","E","C","A","C","B"
NA,"C","D","C","B","C","C","D",NA,"A","F","C","A","B","B",NA,"B",NA,NA,NA,"B","D","A","D","B","B","A",NA,"A",NA,"B","C","E","B","C","B","B"
"A","A","D","A","A","B",NA,"B","B","B","A","C","A","A",NA,"B","B","B","A","E",NA,"F","A","A","C","B","B","E","A",NA,"A",NA,NA,"F","A","A","B"
NA,"D","B","A","B","B","B","A","D","B",NA,"A","E","B","A",NA,"C","B","A","B",NA,"B","A","D","A","B","B","A","B","F","A","C","B","F","B","A","A"
"A","A","E","A","A","B","A","D","A","B","E","C","E","B",NA,"B","A","B","A","B","B","F","A","D","A","A","A","E","A","E","A",NA,NA,"A","C","C","B"
NA,"C","D","B","C","B","D","D",NA,"B","B","B","E","B",NA,"B","B","A","A",NA,"B","F","A","C","C","A","A","B","D",NA,"B",NA,"D","E","B","D","B"
"B","F","B","A","A","B","C","C","A","A",NA,"A","F","B",NA,"C","C","B",NA,NA,"B","F","A",NA,NA,"B","B","B","A","E","B","B","B","A","B","D","A"
NA,"A","D","B","C","A","A","B",NA,"A","B","B",NA,"B","A",NA,"C","A",NA,NA,NA,"D","B","C","D",NA,"B",NA,"D","E","B","B","E","A","C","C","B"
"B","C","D","B","A","B",NA,"E",NA,"A","D","B","F","B","A","A","C","A","A",NA,"B","A","A","A","D","A","A",NA,"D",NA,"A",NA,"D","F","C","A","B"
NA,"F","E","A","B","A","A","B",NA,"A",NA,"A",NA,"B",NA,NA,"A",NA,NA,NA,"B","D","B","D",NA,"A","A","E","D",NA,"B","B","D","B","B","C","B"
NA,"A","E","A","C","B","D","A",NA,"B","D","C","A","B","A","C","A","A","A","B","B","D","A","A","C","A","B","B","B","F","A",NA,NA,"C","B","C","B"
"C","B","D","C","C","A","E","E","A","C","D","B","A","A","A","C","A","A",NA,"C",NA,"C","A",NA,NA,"A","B",NA,"B","B","A","B",NA,"D","A","A","B"
NA,"C","B","C","C","B","A","A","A","B",NA,"A","F","B","B",NA,"A","B",NA,NA,"D","D","A","D","D","A","A","E","C","E","B","B","B","D","B","C","A"
"A","F","D","C","B","C",NA,"D","A","B","E","B",NA,"B",NA,"B","A","B","A","B","B","F","B","A","A","A","A","B","A","E","B","E","A","A","A","D","B"
"A","F","D","B","B","C","C","D","A","C","D","C","D","B",NA,"B","C",NA,"A",NA,NA,"F","A","C","C","A","A","F","A","B","A",NA,NA,"B","B","C","A"
"B","A","E","A","C","C",NA,"B","B","A","B","C",NA,"B","A",NA,"A","B","A",NA,"B","B","A","D",NA,"B","A","A","B","E","A",NA,"E","F","B","A","B"
"C","A","D","A","A","B","C","B","B","C","D","A",NA,"B",NA,NA,"C",NA,NA,"B",NA,"D","A",NA,"C",NA,"B",NA,"A","E","A",NA,NA,"B","A","B","B"
