"WYwfp","vhQvJ","tLOHX","RgmKY","FAIJt","uEpzT","QGdLi","Yeylk","QCQtq","EfFHC","INUSU","HKwVn","hBMen","bjoNn","eVSpV","SYltm","Psrrk","aiiZa","wgriv","RcBhT","hgaQp","UtoEB","LmjIf","EaQAS","hkpyF","IOHMH","OMcWd","AJvLt","Lctit","xISFX","LmZyP","kJviW","kgMLV","HtoiS","osOKb","WtGYX","LzfyG","OeKSO","cFJIc","RqRVT","DYMQB","zgjGa","iAdij","cEpaJ","UIirr","gFyTi","pvPbb","PDaYY","UPHgP"
"A","B","A","B","C","C","D",NA,"B",NA,"C","C","A","D",NA,"A","D","E","B","A","C","A","B","B","F","F","B","A","A",NA,"C","B","A","C",NA,"C",NA,NA,"A","C","A","B","C","A","D","B","D",NA,NA
"C","D","A","C","A","C","A",NA,"A","A","B",NA,"A","B","C","A","B","A","F","D","E","A","D","A","D","A","C","B","A","C","E","F","C","C",NA,NA,"D","F","B","A","B","E","C","B","D","B",NA,"D","A"
"C","C","B","B","A","A","A",NA,"A",NA,"C","C","A","D",NA,"A","B","A","A","D","F","A",NA,"A","C","B","B","B","D","A","E","E","A","E","F","D","D","F","D",NA,"A","D","F","A","E","A","D","F","C"
NA,"C","A","C","A","A","E","D","A","C",NA,"B","C","D","C","A","B","E","A","B","C","A",NA,"B","B","F",NA,"A","B","A","E","E","A","A",NA,NA,"A","F","A",NA,"A","D","E","D","D","A","B","F","C"
"B","D","A","B","C","B","B",NA,"A",NA,NA,"C",NA,"B","D","B","A","A","A","D","C","A","C","A","F","B","E","B","A","B","A","D","D","C",NA,NA,"A","F","B",NA,"D","D","C","B","D","B","A","F","A"
"C",NA,"B","D","B","A","A","F","A","B","C","C","A",NA,NA,"B","C","E",NA,"C","C","A","C","A","C","D","C","C","D","D","C","D","B",NA,"C","A","D","F","A","D","E","A","A","E","D","A","B","D","C"
"B","B","A","B","C","C","D",NA,"A",NA,NA,"C","B",NA,"E","A","A","B",NA,"D","C","A","A","A","A","B","E","A","C","B","F","C","B",NA,NA,"A","B",NA,"E","C",NA,"E","C","D","D","B","C","F","A"
NA,NA,"A","B","B","A","D",NA,"A",NA,NA,"C",NA,NA,"E","B","A","A","B","C","E","B",NA,"B",NA,"A","D",NA,"A",NA,"E","A","A","C","B",NA,NA,NA,"A",NA,"A","E","F","D","D","A","B","B","A"
"A",NA,"A","C","B","C","D","F","A",NA,"C",NA,"B","D",NA,"A","B","B",NA,"B","C","A","D","B","D","A","C","B","B","D","A","C","C",NA,"E","C",NA,NA,"E","A","E","E","A","E","D","A",NA,"E","A"
"A",NA,"B","D","B","C","B","C","A","A","C",NA,"B","B","D","A","C","A",NA,"B","D","A","A","B","D","B","A","B","A","C","B","A","A",NA,"E","C","B","F","D","C",NA,"E","E","D","D","B",NA,"D","C"
"B","B","A","D","C","B","D",NA,"A","C","A","C","A","C","C","A","D","A","D","B","F","A","D","A","A","C",NA,"C","C","D","D","C","C","A",NA,NA,NA,NA,"D",NA,"E","B","C","C","B","B",NA,"F","A"
"C",NA,"A","A","B","A","B","F","A",NA,"C",NA,"A","B",NA,"A","A","E","E","B","A","B","C","B",NA,"A","C","B","C",NA,"F","A","B",NA,"E","D","B","F","D","C","F","E","C","F","D","A",NA,"D","C"
"B","A","A","C","C","B","D","D","A","B","C","A","A","A",NA,"B","D","B","C","C","A","A","A","A","C","C","C","B","C","A","D","D","A","E",NA,"D",NA,"E","E","C","E","E","C","B","E","A","C","F","A"
"A","A","A","D","A","C","D",NA,"C","A","C",NA,"B","A",NA,"B","B","A",NA,"C","C","A","A","A","D","A","A","B","D",NA,"F","B","A",NA,"D","D","A","C","E","D","A","B","C","F","D","B","C","B",NA
"B","B","A",NA,"C","C","A","F","D",NA,NA,"B",NA,"B","A","A","B","E",NA,"A","C","B",NA,"A",NA,"D","D","C","D","A","A","C","B","A",NA,"F","C","F","E","D",NA,"E","E","D","D","A","D",NA,"A"
NA,"B","A","C","A","A","B","F","A","C","A","A","C","A","E","B","B","E",NA,"D","C","B","D","A",NA,"A",NA,"A","B","A","C","D","C","C","E","D","A","E","B","C","A","E","D","E","A","A",NA,"B","A"
NA,NA,"A","B","B","B","D",NA,"A",NA,"C","B",NA,"B",NA,"B","D","E","F","D","F","A",NA,"A","D","E","B","C","B","D","E","C","B",NA,"B","F",NA,"D","A","C","D","E","C","C","D","B","A","D","A"
"C","A","B","C","B","A","A",NA,"B","B","B","C","A","D",NA,"B","B","A","B","B","C","A",NA,"B",NA,"A","B","B","B",NA,"C","E","C","C","A","D","C","E","B","B","A","A","C","F","D","B","C","B","C"
"C","D","A","C","B","B","B","A","A","C",NA,"E","A","B","C","A","C","A","B","B","B","A","C","A","A","C","D","B","B","A","D","C","C","A","B",NA,"A","F","B","A","A","B","E","D","D","A","C","A","A"
"A",NA,"B","D","B","A","A","B","A","C",NA,"A","C","A","E","A","C","E","E","B","A","B","A","B","C","D",NA,"C","D",NA,"D","F","A","A",NA,"D","C","E","B",NA,"A","D","C","D","A","B","A","F","A"
"B","A","A","B","A","B","A","C","A",NA,"A","C","A","B","A","A","B","C",NA,"C","F","B","C","B","F","A","D","B","B","C","B","F","B","A",NA,"C","D","F","B","D","C","C","C","A","D","B","D","A","A"
"B","D","A","B","B","C","D","E","A","C","C","C","B","A",NA,"A","A","C","B","C","D","A","A","A","E","B",NA,"C","D","C","D","B","B","A",NA,NA,NA,NA,"E","D","B","D","C","E","D","A","C","F",NA
"B",NA,"A",NA,"B","A","A","F","A",NA,"B","C",NA,"A","A","B","C","B","D","B","F","A","B","B",NA,"E","E","B","A","A","F","F","D","C","B","A","B","E","B","A",NA,"D","A","D","D","A",NA,"B",NA
"B","A","A",NA,"A","C","B","E","A","A",NA,"C","B","E",NA,"A","B","E",NA,"B","C","B","C","A","B","B","D","B","A","D","D","E","B",NA,"A",NA,"A","F","D","C","A","B","A","D","E","B","D","E","C"
"B",NA,"A","B","B","A","D",NA,"B",NA,NA,"C","A",NA,"C","A","B","E","E","A","E","B","A","B","D","F","B","A","C","B","A","F","C","C","F","D",NA,NA,"D","A",NA,"D","C","D","D","B",NA,NA,"A"
"B","B","A","C","C","C","B","F","A",NA,NA,"C","C",NA,"B","A","B","E",NA,"D","C","B","A","A","E","D",NA,"B","D","B","A","F","B","E","B",NA,"A","F","A","C","A","A","A","D","D","B","B","B","A"
NA,NA,"B","C","B","A","C","D","A","B","C","C","A",NA,"D","B","A","E","B","D","F","A","A","B",NA,"C","B","C","C",NA,"D","B","C","A","F","E","C","C","B","A","E","A","C","A","D","B","B","A","C"
"A","C","A","B","B","B","D","E","B","C","A",NA,"B","A",NA,"A","D","E","B","B","B","A","A","A","F","A","B","C","B","A","B","A","B","A","E",NA,NA,"A","B","D","A","D","A","D","D","B","C","B","A"
"A","A","A","B","B","C","D","A","A",NA,"C","A","A","A","B","B","C","B","F","C","A","B","A","A","F","B","F","C","C","B","C","F","C",NA,NA,"A","B","E","E",NA,"F","A","C","B","D","B","C","D","A"
"A",NA,"A","B","B","B","D","E","A",NA,"C","A",NA,"A","A","A","A","A",NA,"C","F","B","B","A","C","F",NA,NA,"B","A","B","B","D","E","E",NA,"B","E","E","A",NA,"B","A","C","D","A","D",NA,NA
"A","B","A","B","B","A","C","B","A","A",NA,"C","C","E","E","A","A","A",NA,"C","C","A","D","B","C","F","D",NA,"B","C","A","B","D","A","F","A","A","C","E",NA,"A","E","E","D","D","B","D",NA,"A"
"B","A","A","D","C","C","D","E","A",NA,"C","E","A","E",NA,"A","D","A",NA,"D","C","A",NA,"A","A","C","C","B","D",NA,"F","A","A",NA,"E","E","C","E","A","C","D","E","A","A","D","B","C","E","C"
"B","B","A",NA,"A","A","A","F","D",NA,"C","A","B","B","C","A","B","B","A","C","C","A","B","B","E","F","C","C","B","C","E","F","D","C","D",NA,"D","F","A","D",NA,"D","A","B","D","B","A",NA,"C"
"A","C","B","D","C","B","D","C","B","C",NA,NA,"C","C",NA,"A","B","E","D","D","A","B","D","A","A","B","B","B","C","D","B","F","B","C",NA,"D",NA,NA,"C","C","E","D","F","A","D","B","D","F","A"
NA,"C","A",NA,"C","B","D",NA,"A","B","B","C","A",NA,"A","A","D","E","D","D","F","A","D","A","B","A","B","B","D","A","D","A","B","A",NA,"A","C",NA,"E","D","D","A","C","C","D","A","D","F","C"
"C",NA,"A","D","B","A","D","E","A",NA,"B","C","A","A","D","A","A","E","F","A","A","A","C","A",NA,"E","D",NA,"A","C","C","A","C","C","E","D",NA,"E","B","A","C","A","D","C","E","B",NA,"E",NA
"B","C","A","C","A","C","D","D","A","C",NA,"B",NA,"B","E","B","B","A","E","D","C","A","A","B","A","E",NA,"A","A","A","A","E","B",NA,"B","D",NA,"F","A","C","B","D","E","D","D","A","B",NA,"A"
"A","D","A","C","A","C","D","F","A",NA,NA,"C","A","F",NA,"A","C","E","E","D","A","A",NA,"A","A","C","D","C","A","C","A","D","B","A","B","B",NA,"A","A","C",NA,"E","C","D","D","B","C","A","A"
"C","D","A","D","B","C","D","B","A","B",NA,"C","A","E","B","A","D","B","C","D","E","A","C","B","F","C","B","C","A","B","A","C","A","A",NA,"C",NA,NA,"E","D","A","D","F","E","D","B","B",NA,NA
"B",NA,"A","D","B","B","B","C","A",NA,"C","C","B",NA,NA,"A","B","E","C","B","B","B","D","A","F","B",NA,"B","D","A","F","F","C",NA,"B","D","B","E","D","A","B","E","F","E","D","A","B",NA,"A"
"B","A","B","A","C","C","D","F","A","C","A","B",NA,"B","E","A","D","A",NA,"C","C","A","C","A","A","F",NA,"B","A",NA,"D","B","C","C",NA,NA,"C","E","A",NA,"F","B","C","E","A","A","D","F",NA
"B","B","A",NA,"B","C","A",NA,"A","C",NA,"A","B","E","C","A","A","A","A","B","C","B","D","A",NA,"B",NA,"C","D","D","D","E","B",NA,"D","D","A","C","A","D","C","E","B","D","D","B",NA,NA,"C"
"B",NA,"A",NA,"A","B","A","D","A",NA,"A","C","B",NA,"D","A","C","A","A","A","F","B","A","B","B","E","B","A","B","A","A","A","A",NA,"B","D","B","F","A","B","E","D","A","C","D","A","B","F","C"
"C","D","A","C","B","C","B",NA,"B",NA,"C","B","B","E",NA,"A","D","A","A","D","A","A","A","B","A","E",NA,"A","A",NA,"F","E","B","A",NA,"A","A","A","E","C","B","D","C","E","D","A",NA,"B","C"
"B","D","B",NA,"A","C","D","F","A","C","C","C",NA,"A",NA,"A","B","B","F","C","F","B","B","A","A","B",NA,"C","C","B","B","A","A","C","B","A",NA,"F","A","B","A","E","A","D","A","B","C",NA,"C"
"A","B","A",NA,"B","B","A","E","A","B","B","B","B","F","E","B","C","C",NA,"C","C","A","B","A","A","B","D","C","B","B","A","D","B",NA,"C","F","A","A","E","C",NA,"D","A","B","D","B","D","E","C"
"A",NA,"A","B","B","C","D",NA,"A",NA,"A","C","B",NA,"A","A","D","B","B","A","C","B","C","A","C","C",NA,"C","C","D","C","F","B","C",NA,"F","A",NA,"D","A",NA,"E","C","E","E","B","B","E","A"
NA,"B","A","B","C","C","A","E","B","C","A","C","B","A","C","B","A","A","E","A","F","A","B","A","F","B",NA,NA,"D","A","E","F","D","A","C","D","B","F","D","A","E","A","F","E","D","A","D",NA,"A"
"A","A","A",NA,"C","C","A",NA,"A",NA,"C","A","B",NA,NA,"B","D","E","D","C","C","A",NA,"B",NA,"B","C","B","C","D","E","F","D",NA,"B","A","C",NA,"E","A",NA,"A","C","A","E","B","D","A","A"
"A",NA,"B","D","B","C","E",NA,"D","C","A",NA,NA,NA,"A","B","A","E",NA,"C","C","B","B","A","D","A","D","C","D",NA,"F","B","A","C","F","B","C","A","A","B",NA,"D","C","E","E","B","B",NA,NA
NA,NA,"A",NA,"B","C","D","D","D","A","C","B",NA,"B",NA,"B","A","D","D","D","E","A","B","A","A","F","F",NA,"C","B","A","A","C",NA,NA,"D","D",NA,"D","A",NA,"D","F","A","D","A",NA,NA,"A"
"B",NA,"A","B","B","A","B","B","A","B","B","C","C","B","C","B","C","E",NA,"B","C","A","D","A","F","C","A","A","B","B","A","D","C","E","A",NA,"B","F","B","D","E","B","D","E","D","B","C","F","A"
"C",NA,"A","B","B","C","A","B","A",NA,"C","C","A","A","A","A","C","B",NA,"B","F","A","C","B","A","F",NA,"C","B","A","C","F","D","A","F","C","D","E","B","D","A","B","A","A","D","A","C","B","A"
NA,"B","A","B","C","C","B",NA,"B","C","A","C","B","A","A","A","A","E",NA,"D","C","A","D","A","C","B",NA,"C","C","A","E","D","A","E",NA,"A","A","F","E","C",NA,"D","C","A","D","A","D","F","C"
"A","B","A","C","A","B","D","D","D","A","C","C",NA,NA,NA,"A","A","E","F","C","D","A","D","B","D","A","C","C","C","D","F","B","D","A","D","B",NA,"F","B",NA,"A","E","A","F","D","B",NA,"B","A"
"A","D","B","B","B","A","A","E","D","A",NA,"C",NA,"D","C","B","A","A","A","D","A","A","B","A",NA,"B","C",NA,"A",NA,"D","D","D","A","F",NA,"C","E","D","A","A","A","B","D","E","A","C",NA,"A"
NA,"D","A","D","C","A","A","C","A",NA,"B",NA,"C",NA,"B","A","A","A","A","C","B","A","D","A",NA,"C",NA,"C","A","A","A","A","A",NA,"F","A","D","F","B",NA,"B","B","A","B","D","A","B","B","C"
"B","D","B","D","B","B","B",NA,"B","B","C","B",NA,"B","C","B","C","A","A","D","C","B","B","B","C","A","E","C","A",NA,"A","F","B",NA,NA,NA,"C","F","B","C",NA,"E","C","B","D","B","A",NA,"A"
NA,"D","A","A","A","A","C","F","A","A",NA,"C","A","B","E","A","B","E","C","B","B","A",NA,"A","E","E",NA,"C","D","C","E","B","A",NA,"C","F",NA,"E","E",NA,"A","A","C","D","D","A","D","D",NA
"C","C","A","B","B","A","D","B","A","B","B","C",NA,"A","A","A","B","A",NA,"B","F","A",NA,"B",NA,"A","B","B","B","C","E","D","D",NA,"B","D",NA,NA,"B","A","B","E","A","B","D","B","D","B","A"
"B",NA,"A",NA,"B","A","B","E","B","C","C","C","C",NA,"A","A","D","B",NA,"A","A","A",NA,"A",NA,"B",NA,"C","A","A","C","F","B","C","D",NA,"C","F","A","C","B","E","E","D","D","A","C",NA,"A"
"C","B","A","B","A","C","A",NA,"A",NA,NA,"E",NA,NA,"B","A","B","A","A","B","F","B",NA,"A","F","B","E","B","B",NA,"E","B","A","C","B","C","A","F","E",NA,"A","E","E","D","D","B","B","C",NA
NA,NA,"A","B","B","C","A",NA,"A","B","A","C","B","B","C","A","D","E",NA,"B","C","B","D","A","D","E","B","A","C","A","E","D","D","A",NA,NA,"B","C","E",NA,"A","E","C","D","D","A",NA,"A","C"
NA,NA,"A","C","B","B","B","F","A",NA,"C","C","A","A","C","B","C","A",NA,"C","A","A","A","A","E","C","D","C","D","D","E","B","B","C",NA,"B","B","B","D","C",NA,"D","B","A","A","B",NA,"B",NA
"C",NA,"A",NA,"B","C","D",NA,"A",NA,"A","B",NA,"E","C","A","D","E","E","D","D","B","B","A","F","D",NA,"C","A","D","D","D","A","C",NA,"F",NA,NA,"D",NA,NA,"D","C","E","D","B","D",NA,"A"
"B","C","A",NA,"C","A","D","F","D","B",NA,"C",NA,"D",NA,"A","D","E","F","A","F","B",NA,"A","B","B","C","A","A",NA,"D","A","C",NA,"F","A",NA,NA,"A",NA,"A","E","D","D","D","B","D","F","A"
NA,"B","A",NA,"A","A","D",NA,"B",NA,"A","C","A",NA,NA,"B","B","E","A","D","A","B",NA,"A",NA,"F",NA,"B","B","C","E","C","A","E",NA,"D","C",NA,"C","C",NA,"D","C","A","A","B","B",NA,"A"
NA,"D","B","C","A","C","D","A","A","C","C","C","C","C",NA,"B","C","E","A","D","F","A","C","B","E","B","E","C","A","B","B","F","D","E","E","D",NA,NA,"A",NA,NA,"D","B","C","C","A","D","A","A"
"A",NA,"B",NA,"B","C","B","B","A","A","A","C",NA,"B","E","B","C","B","B","C","C","A","B","A",NA,"E","B","C","A","D","B","B","A","C","B","C","D","F","A","B",NA,"E","E","D","D","B",NA,"E",NA
NA,"C","A","C","A","C","A",NA,"A",NA,"A","C","A","A","C","A","B","B","E","B","F","B","C","A","F","A","B","A","A",NA,"E","B","A","C",NA,NA,"B","C","A","C","A","A","C","E","D","A","C","E",NA
"B","C","A",NA,"C","A","B",NA,"A","B","A","A",NA,NA,"C","A","A","E","B","B","A","B","B","A",NA,"D",NA,NA,"C","D","F","B","B","A","A",NA,"C","F","A","A",NA,"D","C","E","D","B","B","B",NA
"C","D","A",NA,"A","C","A","E","A","C","A","C",NA,NA,"C","A","A","A","E","B","C","B",NA,"A","A","B",NA,NA,"A","D","A","D","C","C",NA,"C","A","A","A","A",NA,"D","C","E","D","B","D","B","A"
"C","A","B","B","C","C","A","E","A","C","C",NA,"A",NA,NA,"B","D","A","C","C","B","A","D","B","D","C",NA,"C","D","A","F","F","C",NA,NA,"D","B","A","A",NA,"E","E","C","B","D","A","B","C","A"
"C","D","B","D","B","A","A","F","B","C","A","A","A","F","A","B","B","E","F","B","C","B","C","A",NA,"F","C","A","D","C","B","B","A","A","E","F","A",NA,"B","C","A","E","F","E","E","B","A","E",NA
"C",NA,"A","B","B","C","D","F","A",NA,"C","C","B","A","D","A","D","E",NA,"D","C","A","A","A","B","B","C","C","A",NA,"E","F","A","A",NA,"A",NA,"E","D","B","E","E","C","A","D","B",NA,"B","A"
NA,NA,"A","A","B","B","A","F","A",NA,"A","C","B","E","A","B","A","B","A","B","A","B",NA,"A","C","B","B",NA,"D","C","E","C","B","A","E","E","D","C","B","C","A","E","A","E","E","A","C","E",NA
"A","C","A","C","C","C","D",NA,"A",NA,"B","A","A","A","A","A","D","A","F","B","A","A","D","B",NA,"F","C","C","B","D","A","E","D","E",NA,"C",NA,"E","D",NA,"B","A","C","D","A","A","A",NA,"C"
"B","D","B","C","A","C","D","E","B","C",NA,"C","B","D","E","A","B","E","D","D","C","A","C","B","B","E",NA,"B","C",NA,"B","B","C","A","D","F",NA,NA,"D","A","E","D","A","D","D","B","B","E",NA
"C","D","A","D","C","C","A","E","A",NA,"C","E","B",NA,NA,"A","A","A",NA,"B","F","A","C","A",NA,"E","F",NA,"D","C","C","B","A",NA,"C","D","A","F","A","D","E","A","A","E","D","A","D","B",NA
NA,"C","A","B","C","C","A","B","C","A","B","C","A",NA,"C","A","D","E","F","B","C","A","C","B","E","B","F","A","D","A","F","D","D","E","D","A","D","F","D","D",NA,"E","A","C","D","A","D","C","C"
"C","B","B","D","B","C","A","B","A","C","A",NA,"A","D","C","A","D","E",NA,"A","B","A","D","A","A","E",NA,"A","B","D","D","F","A","E","A","D","C",NA,"A","C","E","D","B","E","D","B","D","B","A"
"C","C","B","C","B","C","A","F","A","A","C","A","A",NA,NA,"A","D","A","F","C","E","A","D","A",NA,"C","D","B","D","C","C","C","D",NA,NA,"B","D","C","C","D",NA,"D","C","A","D","B","B",NA,"A"
"A",NA,"A","B","B","A","B","E","A","B","A","C","C","B","B","B","D","E","F","D","A","A","D","A",NA,"B","D","C","D","C","D","B","A","E","F","A","C","A","D","D","A","D","C","E","D","B","C",NA,"A"
"B","B","A","A","B","B","A","F","B",NA,"C","B","A","B","E","A","A","A","F","D","F","A","C","B","B","D","D","C","A","D","C","E","C",NA,"E","B","A","F","A","A","E","E","D","E","D","B","D","A","C"
"A","D","A",NA,"B","B","E",NA,"A",NA,NA,"D","B","A","D","A","B","E","B","D","E","B","B","A","B","A",NA,"B","C",NA,"B","B","D",NA,NA,"A","A","F","A","B",NA,"E","C","C","D","B","C","F","C"
NA,"A","A","D","A","A","D",NA,"A",NA,"A","C","A","A","A","A","B","E","E","D","F","A","C","B",NA,"A",NA,NA,"B","C","E","C","D","E","F","E",NA,"E","B",NA,"E","B","C","C","D","B","C","D","A"
"A","D","A","D","A","A","D","C","A","B","B","C","A",NA,"D","A","C","A","E","B","F","A",NA,"A","C","E",NA,"B","C","C","E","B","D","A","C",NA,NA,NA,"B","D","C","D","F","C","D","B","B","B",NA
"B",NA,"A",NA,"B","C","A","D","A",NA,"C","A",NA,"A","C","A","D","D","A","D","B","A","B","A","A","C","C","B","B",NA,"D","D","B",NA,"E","A",NA,"F","A","B","C","A","A","B","D","B","C","B","A"
"B","B","A","D","A","C","D",NA,"A","C","A","E","B","A","C","B","C","E","F","A","D","B","A","B",NA,"A",NA,"B","A","D","D","D","A","A",NA,NA,NA,NA,"A","D","D","A","C","E","D","B","C","F","A"
"A",NA,"A","A","B","C","D",NA,"B",NA,"B","C","A","D","C","A","A","A","B","C","C","B",NA,"A",NA,"D","B",NA,"C",NA,"D","F","D","A","F","F",NA,"C","B","D","C","E","C","E","D","B","B","F",NA
"B",NA,"A","D","B","A","D","B","A",NA,"C",NA,"C","D",NA,"A","D","A","E","A","E","B","C","A",NA,"D","A",NA,"A","A","A","F","A",NA,"E","C","A",NA,"A","C","A","A","F","B","D","A","D","F","A"
"A",NA,"A",NA,"B","A","A",NA,"A",NA,"C","B",NA,NA,NA,"A","C","E",NA,"A","B","A","B","A",NA,"D","D","C","C","C","B","D","B",NA,"C","D","D","F","E",NA,"A","E","C","A","D","B",NA,NA,NA
"B","D","A","D","A","B","D","E","B",NA,"C","A",NA,NA,NA,"A","B","E","F","B","E","A","B","B",NA,"D",NA,"A","D",NA,"A","C","C","C","A","A","C",NA,"D","A",NA,"D","C","C","D","B","B",NA,"A"
"C",NA,"A",NA,"A","A","D","D","D",NA,"B","B","A","A","B","A","B","E","A","A","D","B","C","B",NA,"D","E","C","C","C","E","D","B","C","F","D",NA,"A","E","A",NA,"E","A","E","D","B",NA,"B","A"
"A","B","A","C","B","A","A","D","A",NA,"B",NA,"A","A","C","B","A","E",NA,"D","A","A","B","B","D","C","B",NA,"D",NA,"A","B","D","E",NA,NA,"D","C","D","D","A","D","C","A","D","A",NA,NA,"C"
"B","B","A","C","C","B","B",NA,"A",NA,"A",NA,"B","D","B","A","B","C","B","A","C","B","C","A","D","C","B","B","B","A","F","D","B",NA,NA,NA,"A","E","A","C","A","D","C","D","D","A",NA,"E","C"
"B",NA,"A","C","B","B","B",NA,"B",NA,"C","A",NA,"E",NA,"A","C","A","B","D","B","A","B","A","F","E","B","C","B","B","D","F","B",NA,"E","F","A","F","B","C",NA,"E","C","A","D","A","B",NA,"A"
"B","B","A","D","C","C","D","A","A","C",NA,"C","B",NA,"C","B","A","A",NA,"D","A","A","D","B",NA,"A",NA,NA,"C","D","F","B","C","C",NA,"A","C",NA,"B","B","E","E","C","E","D","B","D",NA,NA
"C","B","B",NA,"B","A","E","F","A","C",NA,"C","B","A","C","A","D","E","F","B","A","A",NA,"A","F","E","C",NA,"D",NA,"E","D","B","E","F",NA,"C","D","D","D","A","D","C","D","D","B",NA,"D","A"
"B","C","A",NA,"B","C","D","D","A",NA,"C","C","B","D",NA,"A","D","B","B","B","D","B",NA,"A","F","E",NA,"C","A","D","B","B","B",NA,"B","C",NA,NA,"A","A","A","D","A","A","D","B","D","F","A"
"A",NA,"B","A","C","A","B","B","A","C","A","C","A","E","C","A","D","A","D","D","D","B","D","A",NA,"D","E","A","A","D","A","C","A","E","A","E","B","E","E","D","B","D","C","A","D","B","D","E","A"
"B",NA,"B","B","B","A","D","B","A","C","B","A","A",NA,"E","B","C","B","F","A","E","A","C","A",NA,"D",NA,"C","A",NA,"F","F","B","A","D",NA,NA,"B","A","C","E","B","A","F","D","B","C",NA,"A"
"B","B","A","C","C","A","D","F","D",NA,"A",NA,"C","A","D","A","A","E","B","C","B","B","D","A",NA,"A",NA,"B","C","B","D","B","D","A","C","B","D","F","E","D","A","E","A","E","D","B","C","F",NA
"C",NA,"A","D","B","A","B","B","A","B","C","C","A","B",NA,"A","C","A","D","C","C","A","C","A","B","C","B","C","B","C","C","D","A",NA,NA,NA,"C",NA,"D",NA,"B","E","C","E","E","B","C",NA,"A"
"A","B","A","C","C","C","E",NA,"A","B","B",NA,"B",NA,NA,"B","D","B",NA,"D","C","A","C","A",NA,"C","D","A","D","D","F","F","C","C","E","C","D","F","A","B","A","B","B","C","D","B",NA,"F","A"
"B","D","A","B","A","A","A","E","A",NA,"C","A",NA,"A","A","B","B","E",NA,"B","C","A",NA,"A","B","F","E","B","B","D","B","D","C","A",NA,"A","A","F","B","D",NA,"A","C","E","D","B","C","F","A"
"B","A","A","B","A","A","A",NA,"A",NA,"C","C","A","A",NA,"B","B","E",NA,"C","C","A","D","A",NA,"E",NA,"B","B","C","B","D","C",NA,"F","C","C","F","B",NA,"B","E","A","C","D","B","C","F","A"
"C","B","A","B","B","C","D","F","A","A","C","C","A","B","E","A","B","B","F","C","E","A","A","A","B","D","A","B","D",NA,"D","B","C",NA,"B","A",NA,NA,"D","A",NA,"D","C","B","D","B","A","E","A"
NA,"B","A","D","A","A","A","C","A","C",NA,"B","C","E",NA,"A","B","D",NA,"D","C","B","C","A",NA,"A",NA,"A","C","D","E","B","B",NA,"B","F",NA,"A","A","C","A","A","A","D","D","B","C","E",NA
NA,"B","A","C","A","C","D","E","A","B","C","C",NA,"B",NA,"B","A","A",NA,"B","C","A",NA,"A","C","C",NA,"C","B","C","E","D","D",NA,NA,"A",NA,"C","A",NA,NA,"D","A","E","D","B","A","A","A"
"A","D","B","C","C","C","D","F","D","A","C","C","B","A",NA,"A","B","E","B","D","B","B","A","B","F","A","F","A","C",NA,"B","F","A",NA,"D",NA,NA,NA,"A","D","A","E","E","A","D","B","B","B","A"
"A",NA,"A","B","C","C","B","E","B",NA,"B","A",NA,"B","A","A","A","A","E","A","C","B","B","A","A","F","D",NA,"B","A","F","B","B","C",NA,"A","A",NA,"B","C","A","E","F","E","D","A","D","D","A"
NA,NA,"A","D","B","C","D","B","A",NA,NA,"E","B",NA,"C","B","D","E","A","D","C","A","C","A",NA,"C",NA,"C","A","A","B","C","A","E","C",NA,"A",NA,"B","B","A","D","D","D","D","A","D","B","C"
"A",NA,"A","B","B","A","D","A","A",NA,"C",NA,NA,"A","B","B","D","A","C","C","A","A","B","A",NA,"D",NA,"A","D","D","C","F","A","C","A","A",NA,NA,"D","B","A","B","E","D","D","B",NA,NA,"C"
"C","C","A",NA,"A","B","A","F","A",NA,NA,"C","B","A",NA,"A","C","A","F","D","B","A","B","A","F","A",NA,"C","D","C","A","F","C",NA,NA,"C","D","E","D","A",NA,"D","B","D","D","B","C",NA,"A"
"C",NA,"B","B","B","C","D",NA,"D",NA,"C","B","A","C",NA,"B","D","A","C","B","C","B","C","A","D","F",NA,"C","D","B","B","F","C","A","D","A","A",NA,"E","D","B","D","C","E","D","B",NA,"D","A"
"B","B","A",NA,"A","C","D","A","A","C",NA,"B","A",NA,"B","A","B","B",NA,"D","A","A","B","B","A","A","F","B","D","B","A","C","A","E",NA,NA,"D","F","D",NA,"A","B","A","D","D","A","B","B","A"
NA,"D","B","A","C","B","A","D","B",NA,"C","C","B","A","D","A","D","E","E","D","F","A","B","A","D","A",NA,"C","B","D","F","A","D","C","C","E",NA,"D","B",NA,NA,"E","D","E","D","B",NA,NA,"C"
